1.002188,1200
2.080033,1200
3.13697,1200
4.186496,1200
5.2539,1200
6.292419,1200
7.3007,1200
8.330097,1200
9.427495,1200
10.53275,1200
11.56672,1200
12.57598,1200
13.6387,1200
14.63931,1200
15.64626,1200
16.75129,1200
17.77447,1200
18.80527,1200
19.92503,1200
20.95217,1200
22.02422,1200
23.07787,1200
24.16619,1200
25.28484,1200
26.35701,1200
27.37062,1200
28.41733,1200
29.49784,1200
30.58969,1200
31.65816,1200
32.75173,1200
33.85477,1200
34.91519,1200
35.99357,1200
37.03928,1200
38.08045,1200
39.09595,1200
40.25436,1200
41.36611,1200
42.49169,1200
43.55183,1200
44.61251,1200
45.72701,1200
46.74199,1200
47.8258,1200
48.9038,1200
50.00106,1200
51.02031,1200
52.05496,1200
53.06278,1200
54.10314,1200
55.23177,1200
56.35197,1200
57.50352,1200
58.60195,1200
59.75095,1200
60.77452,1200
61.82966,1200
62.83702,1200
63.96908,1200
65.1061,1200
66.21466,1200
67.30032,1200
68.37189,1200
69.38403,1200
70.4012,1200
71.47658,1200
72.58495,1200
73.59068,1200
74.68048,1200
75.78017,1200
76.79885,1200
77.82397,1200
78.93656,1200
80.02254,1200
81.18188,1200
82.30843,1200
83.37846,1200
84.44468,1200
85.44573,1200
86.52567,1200
87.60944,1200
88.72256,1200
89.82922,1200
90.83268,1200
91.92754,1199
92.99306,1199
94.03574,1197
95.04391,1194
96.07291,1193
97.15089,1190
98.16866,1186
99.18664,1182
100.1957,1179
101.2703,1175
102.2817,1174
103.4176,1169
104.571,1164
105.6413,1161
106.6847,1157
107.7037,1151
108.7691,1147
109.7945,1141
110.7998,1134
111.8086,1128
112.8617,1120
113.9699,1112
115.0695,1107
116.0958,1101
117.1831,1096
118.3027,1088
119.3992,1080
120.5175,1074
121.5993,1069
122.677,1061
123.6806,1056
124.7549,1051
125.7721,1041
126.7886,1035
127.9421,1024
129.0075,1015
130.0391,1007
131.0595,996
132.1351,987
133.2438,981
134.2592,973
135.3024,966
136.3782,960
137.4161,948
138.4263,942
139.4794,934
140.5309,925
141.576,913
142.6689,904
143.757,893
144.8058,885
145.8714,873
146.9065,867
147.9496,860
149.039,850
150.0843,844
151.0918,830
152.1543,818
153.2492,807
154.2542,796
155.2919,785
156.3515,774
157.3572,759
158.4499,745
159.5126,735
160.5866,726
161.6232,716
162.6791,710
163.7133,702
164.7506,690
165.758,684
166.7724,677
167.7779,668
168.8233,662
169.8526,651
170.8968,642
171.942,634
172.9751,625
173.99,616
175.0237,606
176.0698,593
177.1534,582
178.169,570
179.1704,557
180.1776,547
181.1965,536
182.2038,525
183.2101,513
184.2318,504
185.2596,491
186.3102,481
187.334,471
188.4134,458
189.4536,444
190.5212,436
191.5518,427
192.5949,421
193.6614,410
194.7247,403
195.7486,393
196.7721,384
197.8307,371
198.8862,358
199.9126,348
200.996,335
202.0517,321
203.0704,311
204.0943,301
205.1523,294
206.184,284
207.2129,278
208.2612,275
209.2778,267
210.2851,259
211.3002,253
212.3223,247
213.3716,241
214.4187,233
215.4304,226
216.4309,214
217.4464,207
218.469,201
219.4931,195
220.5025,190
221.5383,179
222.5806,175
223.606,167
224.6211,157
225.6502,151
226.6889,141
227.6968,137
228.7297,134
229.7335,128
230.7689,124
231.7992,120
232.8111,114
233.8379,110
234.8648,104
235.8704,101
236.8876,96
237.8985,93
238.9075,90
239.9319,87
240.9338,83
241.9473,82
242.9772,78
243.9949,74
244.9968,72
246.0006,71
247.0018,66
248.0155,62
249.0219,62
250.0349,60
251.0584,59
252.0603,57
253.0774,55
254.0815,53
255.0943,53
256.0977,52
257.0999,50
258.1175,50
259.1421,48
260.1446,47
261.1449,45
262.1471,44
263.1533,42
264.1678,42
265.1741,42
266.1839,41
267.2016,39
268.2115,38
269.2271,37
270.2336,34
271.2472,34
272.2598,30
273.2758,30
274.2897,29
275.3028,27
276.3092,27
277.3257,25
278.3332,24
279.3419,22
280.3576,22
281.373,21
282.4018,21
283.4044,21
284.4193,21
285.4235,20
286.4243,19
287.425,18
288.431,18
289.436,17
290.4503,17
291.4586,16
292.4732,15
293.4789,14
294.4946,13
295.4994,11
296.5099,11
297.5232,10
298.5361,9
299.5479,8
300.558,6
301.5695,6
302.575,6
303.5841,6
304.5941,5
305.6039,4
306.606,4
307.616,4
308.6239,4
309.6372,4
310.6515,4
311.6588,4
312.6676,4
313.6725,4
314.6809,4
315.6901,4
316.7,4
317.7143,4
318.7252,4
319.7252,4
320.7369,4
321.7386,4
322.7486,4
323.7539,4
324.7661,4
325.7709,4
326.7753,3
327.7876,3
328.7966,3
329.8027,3
330.8029,3
331.8057,3
332.8181,3
333.821,3
334.8358,3
335.8386,2
336.8475,2
337.8655,2
338.867,2
339.8737,2
340.8836,2
341.8871,2
342.899,2
343.8998,2
344.906,2
345.917,2
346.9238,2
347.9361,1
348.9421,1
349.9473,1
350.9482,1
351.952,1
352.9523,1
353.955,1
354.9573,1
355.9689,1
356.9712,1
357.9797,1
358.9866,1
359.9869,1
360.9971,1
362.0003,1
363.0066,1
364.0066,1
365.0182,1
366.0203,1
367.032,1
368.0351,1
369.0374,1
370.0505,1
371.0543,1
372.0634,1
373.0693,1
374.08,1
375.0814,1
376.0843,1
377.0913,1
378.0999,1
379.1056,1
380.1059,1
381.1178,1
382.1198,1
383.1304,1
384.1331,1
385.1402,1
386.15,1
387.154,1
388.1638,1
389.1686,1
390.1711,1
391.173,1
392.1811,1
393.1896,1
394.1909,1
395.202,1
396.2162,1
397.2325,1
398.2351,1
399.2412,1
400.2492,1
401.2497,1
402.2539,1
403.2574,1
404.2629,1
405.267,1
406.2738,1
407.281,1
408.2814,1
409.2837,1
410.3129,1
411.3157,1
412.3176,1
413.3218,1
414.3251,1
415.3349,1
416.3364,1
417.3404,1
418.3406,1
419.347,1
420.3489,1
421.3496,0
422.3561,0
423.3647,0
424.3663,0
425.3728,0
426.3837,0
427.39,0
428.3991,0
429.4057,0
430.414,0
431.4188,0
432.4249,0
433.4346,0
434.4385,0
435.4414,0
436.4679,0
437.4806,0
438.4828,0
439.4903,0
440.5003,0
441.5056,0
442.5141,0
443.5179,0
444.5307,0
445.5352,0
446.5468,0
447.55,0
448.5545,0
449.5647,0
450.5691,0
451.5728,0
452.585,0
453.5883,0
454.5991,0
455.605,0
456.6056,0
457.6183,0
458.6223,0
459.6354,0
460.64,0
461.6489,0
462.6607,0
463.6684,0
464.6814,0
465.6855,0
466.6892,0
467.6911,0
468.6974,0
469.7037,0
470.7076,0
471.7178,0
472.7228,0
473.7239,0
474.7357,0
475.7363,0
476.75,0
477.7501,0
478.7563,0
479.757,0
480.7657,0
481.7658,0
482.7729,0
483.7736,0
484.7745,0
485.7841,0
486.787,0
487.7988,0
488.7999,0
489.8,0
490.8065,0
491.816,0
492.8183,0
493.831,0
494.8382,0
495.85,0
496.8533,0
497.8649,0
498.8682,0
499.8737,0
500.8844,0
501.8994,0
502.9027,0
503.9261,0
504.9351,0
505.9387,0
506.9482,0
507.9498,0
508.9506,0
509.9518,0
510.9537,0
511.9555,0
512.9691,0
513.972,0
514.99,0
516.0016,0
517.0147,0
518.0233,0
519.0248,0
520.0352,0
521.0362,0
522.0482,0
523.0524,0
524.0536,0
525.0573,0
526.0638,0
527.0671,0
528.0814,0
529.0847,0
530.0861,0
531.0969,0
532.1011,0
533.1042,0
534.1057,0
535.1067,0
536.1147,0
537.1202,0
538.1204,0
539.134,0
540.1387,0
541.1488,0
542.1559,0
543.1655,0
544.1685,0
545.173,0
546.1856,0
547.1981,0
548.2042,0
549.2155,0
550.22,0
551.2242,0
552.2314,0
553.2329,0
554.2427,0
555.2541,0
556.2576,0
557.269,0
558.2714,0
559.2841,0
560.2852,0
561.289,0
562.2993,0
563.3015,0
564.3055,0
565.3146,0
566.3184,0
567.3311,0
568.3372,0
569.3376,0
570.3506,0
571.3553,0
572.3652,0
573.3663,0
574.3663,0
575.3666,0
576.3743,0
577.3848,0
578.3893,0
579.4008,0
580.4036,0
581.4051,0
582.4158,0
583.4177,0
584.4212,0
585.4301,0
586.4312,0
587.4396,0
588.4476,0
589.4543,0
590.4549,0
591.4666,0
592.4679,0
593.4938,0
594.497,0
595.4974,0
596.5032,0
597.5069,0
598.5071,0
599.5184,0
